S1 - Recherche et développement (R et D);;;;;;
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111600;Programmeurs informatiques;Programmeurs informatiques/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111601;Programmation - Visual Basic;Programmation - Visual Basic/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111602;Programmation - Java;Programmation - Java/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111603;Programmation - HTML;Programmation - HTML/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111604;Programmation - ALGOL;Programmation - ALGOL/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111605;Programmation - langage assembleur;Programmation - langage assembleur/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111606;Programmation - Basic;Programmation - Basic/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111607;Programmation - C, C++;Programmation - C, C++/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111608;Programmation - COBOL;Programmation - COBOL/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111609;Programmation - FORTRAN;Programmation - FORTRAN/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111610;Programmation - Pascal;Programmation - Pascal/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111611;Programmation - PL/1;Programmation - PL/1/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111612;Programmation - langages exclusifs;Programmation - langages exclusifs/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111613;Programmation - Perl;Programmation - Perl/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111700;Systèmes d'information de gestion (SIG);Systèmes d'information de gestion (SIG)/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111701;Conception de réseaux étendus;Conception de réseaux étendus/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111702;Conception de réseaux locaux;Conception de réseaux locaux/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111703;Conception de systèmes d'échange de données informatisées (EDI);Conception de systèmes d'échange de données informatisées (EDI)/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111704;Conception de bases de données;Conception de bases de données/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111705;Architecture de systèmes;Architecture de systèmes/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111800;Administrateurs de systèmes;Administrateurs de systèmes/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111801;Sécurité - ordinateurs, réseaux ou Internet;Sécurité - ordinateurs, réseaux ou Internet/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111802;Services d'administration d'ordinateurs centraux;Services d'administration d'ordinateurs centraux/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111803;Soutien ou maintenance de réseau local;Soutien ou maintenance de réseau local/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111804;Soutien ou maintenance de réseau étendu;Soutien ou maintenance de réseau étendu/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111805;Soutien ou maintenance de systèmes exclusifs ou sous licence;Soutien ou maintenance de systèmes exclusifs ou sous licence/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111806;Analyse de bases de données;Analyse de bases de données/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111807;Stockage de données;Stockage de données/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111808;Analyse de systèmes;Analyse de systèmes/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111809;Installation de systèmes;Installation de systèmes/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111810;Codage de logiciels;Codage de logiciels/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111811;Services de soutien technique ou de centre d'assistance;Services de soutien technique ou de centre d'assistance/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111812;Maintenance ou soutien pour le matériel informatique;Maintenance ou soutien pour le matériel informatique/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111814;Service de colocation;Service de colocation/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111818;Garantie offerte par un tiers;Garantie offerte par un tiers/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111900;Systèmes de recherche documentaire;Systèmes de recherche documentaire/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111901;Extraction d'information de bases de données;Extraction d'information de bases de données/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111902;Extraction d'information de bases de données en ligne;Extraction d'information de bases de données en ligne/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81112000;Services de données;Services de données/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81112001;Traitement de données en ligne;Traitement de données en ligne/Services informatiques
